"dataset","source","policy","implementation","model","context_len","continuation_len","target_cache_size","compression_ratio","sink_size","snap_observation_window","pyramid_window_size","pyramid_beta","lazy_threshold","nll","ppl","prefill_s","decode_s","tokens_per_s","prompt_avg_cache_len","prompt_cache_lengths","final_avg_cache_len","final_cache_lengths","kept_fraction_prompt","kv_cache_mb_prompt","kv_cache_mb_final","peak_cuda_mb","decode_attention_flops"
"wikitext","Salesforce/wikitext/wikitext-2-raw-v1:test","hybrid_soft_pyramid","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","128","0.498047","4","32","4","20","0.75","3.82331","45.755404","0.023091","0.392806","162.93","128.0","160 147 134 122 109 96","192.0","224 211 198 186 173 160","0.5","3.0","4.5","345.16","126222336"
"pg19","emozilla/pg19/default:test","dense","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","128","0.0","4","32","4","20","0.75","3.577556","35.785962","0.01081","0.382084","167.503","256.0","256 256 256 256 256 256","320.0","320 320 320 320 320 320","1.0","6.0","7.5","336.16","226885632"
"pg19","emozilla/pg19/default:test","expected","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","128","0.498047","4","32","4","20","0.75","4.186534","65.794355","0.020902","0.386663","165.519","128.0","128 128 128 128 128 128","192.0","192 192 192 192 192 192","0.5","3.0","4.5","333.16","126222336"
"pg19","emozilla/pg19/default:test","observed","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","128","0.498047","4","32","4","20","0.75","3.751871","42.600696","0.013275","0.37698","169.77","128.0","128 128 128 128 128 128","192.0","192 192 192 192 192 192","0.5","3.0","4.5","345.16","126222336"
"pg19","emozilla/pg19/default:test","tova","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","128","0.498047","4","32","4","20","0.75","3.56078","35.190644","0.013139","0.378515","169.082","128.0","128 128 128 128 128 128","192.0","192 192 192 192 192 192","0.5","3.0","4.5","345.16","126222336"
"pg19","emozilla/pg19/default:test","critical_expected","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","128","0.498047","4","32","4","20","0.75","3.740776","42.130656","0.029918","0.403787","158.499","128.0","128 128 128 128 128 128","192.0","192 192 192 192 192 192","0.5","3.0","4.5","333.16","126222336"
"pg19","emozilla/pg19/default:test","chunk_expected","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","128","0.498047","4","32","4","20","0.75","4.216068","67.766505","0.032507","0.423092","151.267","128.0","128 128 128 128 128 128","192.0","192 192 192 192 192 192","0.5","3.0","4.5","333.16","126222336"
"pg19","emozilla/pg19/default:test","hybrid_expected_observed","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","128","0.498047","4","32","4","20","0.75","3.598773","36.55336","0.024425","0.368118","173.857","128.0","128 128 128 128 128 128","192.0","192 192 192 192 192 192","0.5","3.0","4.5","345.16","126222336"
"pg19","emozilla/pg19/default:test","hybrid_soft_pyramid","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","128","0.498047","4","32","4","20","0.75","3.597803","36.517905","0.023215","0.379042","168.847","128.0","160 147 134 122 109 96","192.0","224 211 198 186 173 160","0.5","3.0","4.5","345.16","126222336"
"wikitext","Salesforce/wikitext/wikitext-2-raw-v1:test","dense","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.0","4","32","4","20","0.75","3.685965","39.883601","0.219162","0.498502","128.385","256.0","256 256 256 256 256 256","320.0","320 320 320 320 320 320","1.0","6.0","7.5","336.16","226885632"
"wikitext","Salesforce/wikitext/wikitext-2-raw-v1:test","expected","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.733036","41.805844","0.099872","0.382243","167.433","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","334.66","176553984"
"wikitext","Salesforce/wikitext/wikitext-2-raw-v1:test","observed","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.702322","40.541351","0.029615","0.377539","169.519","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","346.66","176553984"
"wikitext","Salesforce/wikitext/wikitext-2-raw-v1:test","tova","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.807248","45.026372","0.014834","0.378024","169.301","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","346.66","176553984"
"wikitext","Salesforce/wikitext/wikitext-2-raw-v1:test","critical_expected","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.848728","46.933321","0.02584","0.355911","179.82","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","334.66","176553984"
"wikitext","Salesforce/wikitext/wikitext-2-raw-v1:test","chunk_expected","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.715605","41.083454","0.029714","0.378505","169.086","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","334.66","176553984"
"wikitext","Salesforce/wikitext/wikitext-2-raw-v1:test","hybrid_expected_observed","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.750531","42.543648","0.032083","0.374197","171.033","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","346.66","176553984"
"wikitext","Salesforce/wikitext/wikitext-2-raw-v1:test","hybrid_soft_pyramid","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.759411","42.923134","0.023541","0.374068","171.092","192.0","240 221 202 182 163 144","256.0","304 285 266 246 227 208","0.75","4.5","6.0","346.66","176553984"
"pg19","emozilla/pg19/default:test","dense","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.0","4","32","4","20","0.75","3.577556","35.785962","0.011567","0.377965","169.328","256.0","256 256 256 256 256 256","320.0","320 320 320 320 320 320","1.0","6.0","7.5","336.16","226885632"
"pg19","emozilla/pg19/default:test","expected","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.995373","54.346131","0.020829","0.375196","170.578","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","334.66","176553984"
"pg19","emozilla/pg19/default:test","observed","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.702019","40.529066","0.013857","0.379994","168.424","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","346.66","176553984"
"pg19","emozilla/pg19/default:test","tova","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.574212","35.666497","0.014236","0.35055","182.57","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","346.66","176553984"
"pg19","emozilla/pg19/default:test","critical_expected","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.619645","37.324318","0.025623","0.378709","168.995","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","334.66","176553984"
"pg19","emozilla/pg19/default:test","chunk_expected","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.907114","49.755154","0.029209","0.378226","169.211","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","334.66","176553984"
"pg19","emozilla/pg19/default:test","hybrid_expected_observed","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.579874","35.869022","0.026049","0.383581","166.849","192.0","192 192 192 192 192 192","256.0","256 256 256 256 256 256","0.75","4.5","6.0","346.66","176553984"
"pg19","emozilla/pg19/default:test","hybrid_soft_pyramid","kvpress-0.5.3","EleutherAI/pythia-70m","256","64","192","0.248047","4","32","4","20","0.75","3.581562","35.929602","0.025805","0.388157","164.882","192.0","240 221 202 182 163 144","256.0","304 285 266 246 227 208","0.75","4.5","6.0","346.66","176553984"
